"ID","Progress","Duration..in.seconds.","Finished","RecordedDate","prolificID","age","LangChoice","Expertise","Experience.months","X1_Q38_Page.Submit","X1_Q39_Page.Submit","X1_code.recall.control","X2_Q38_Page.Submit","X2_Q39_Page.Submit","X2_code.recall.control","X3_Q38_Page.Submit","X3_Q39_Page.Submit","X3_code.recall.control","X4_Q38_Page.Submit","X4_Q39_Page.Submit","X4_code.recall.control","X5_Q38_Page.Submit","X5_Q39_Page.Submit","X5_code.recall.control","X1_Q37_Page.Submit","X1_Q40_Page.Submit","X1_Code.Recall.Exp.","X2_Q37_Page.Submit","X2_Q40_Page.Submit","X2_Code.Recall.Exp.","X3_Q37_Page.Submit","X3_Q40_Page.Submit","X3_Code.Recall.Exp.","X4_Q37_Page.Submit","X4_Q40_Page.Submit","X4_Code.Recall.Exp.","X5_Q37_Page.Submit","X5_Q40_Page.Submit","X5_Code.Recall.Exp.","codeUnderstandFree","Q50","Q52","Q54","Q56","CPSES_1","CPSES_2","CPSES_3","CPSES_4","CPSES_5","CPSES_6","CPSES_7","CPSES_8","CPSES_9","CPSES_10","CPSES_11","CPSES_12","CPSES_13","CPSES_14","CPSES_15","CPSES_16","PAS.YILDIRIM.OZDENER_1","PAS.YILDIRIM.OZDENER_2","PAS.YILDIRIM.OZDENER_3","PAS.YILDIRIM.OZDENER_4","PAS.YILDIRIM.OZDENER_5","PAS.YILDIRIM.OZDENER_6","PAS.YILDIRIM.OZDENER_7","PAS.YILDIRIM.OZDENER_8","PAS.YILDIRIM.OZDENER_9","PAS.YILDIRIM.OZDENER_10","PAS.YILDIRIM.OZDENER_11","Math.Anxiety_1","Math.Anxiety_2","Math.Anxiety_3","Math.Anxiety_4","Math.Anxiety_5","Math.Anxiety_6","Math.Anxiety_7","Math.Anxiety_8","Math.Anxiety_9","Math.Anxiety_10","Math.Anxiety_11","Math.Anxiety_12","Math.Anxiety_13","Growth.Mindset_1","Growth.Mindset_2","Growth.Mindset_3","Growth.Mindset_4","Growth.Mindset_5","Growth.Mindset_6","Growth.Mindset_7","Primary.Language","Primary.Language_8_TEXT","Education","Education_4_TEXT","Education_5_TEXT","Education_6_TEXT","Current.Title","Current.Title_14_TEXT","gender","gender_4_TEXT","race.eth","race.eth_8_TEXT","GenAiFree","AnythingElseFree","CPSES_COMP","PAS_COMP","MA_COMP","MIND_COMP","torr_1","torr_2","torr_3","torr_4","torr_sum","self_exp_num"
11,"100","2481","True","2026-05-20 21:18:56","68890f115f4e98fa14943557","39","C++","Closer to the average or mid-level programmer","60","120.108","180.007","    int main() {
        int number1 = 20;
        int number2 = 15;
        cout << compute(int number1, int number2) {
    {
     int compute(int number1, int number2) {
         int temp = number1;
         While(temp != 0) {
              if (number1 < number2) {
                  temp = number2;
                  number1 = number2;","17.435","176.994","    int main() {
        int number1 = 20;
        int number2 = 15;
        cout << compute(number1, number2) {
    {
     int compute(int number1, int number2) {
         int temp = number1;
         While(temp != 0) {
              if (number1 < number2) {
                  temp = number1;
                  number1 = number2;
                  number2 = temp;
               {
                temp = number1 % number2;
                if (temp != 0) {
                    number1 = number2;
                    number2 = temp;
                }
          }
          return number2;
    }","120.008","180.108","int main(){
 int number1 = 20;
 int number2 = 15;
 cout << compute(int number1, int number2) {
}
int compute(int number1, int number2) {
 int temp = number1;
 while(temp != 0) {
   if(number1 < number2) {
","36.403","175.855","    int main() {
        int number1 = 20;
        int number2 = 15;
        cout << compute(int number1, int number2) {
    {
     int compute(int number1, int number2) {
         int temp = number1;
         While(temp != 0) {
              if (number1 < number2) {
                  temp = number2;
                  number1 = number2;
                  number2 = temp;
               {
                temp = number1 % number2;
                if (temp != 0) {
                    number1 = number2;
                    number2 = temp;
                }
          }
          return number2;
     }","28.648","180.004","    int main() {
        int number1 = 20;
        int number2 = 15;
        cout << compute(number1, number2);
    }
         int compute(int number1, int number2) {
         while(temp != 0) {
              if(number1 < number2) {
                  temp = number1;
                  number1 = number2;
                  number2 = temp;
              }
              temp = number1 % number2;","","","","","","","","","","","","","","","","Finding the greatest common divisor","A","D","D","C",6,6,5,5,5,6,6,5,5,6,6,6,6,5,5,6,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,5,2,2,"JavaScript","","High school diploma or GED,Associates or technical degree. Please list the name of your degree(s),Bachelor’s degree. Please list the name of your degree(s)","Language abd Rationality","Computer Science","","Front End Developer/Engineer","","Female","","Other","Indigenous (Mayan)","I think it can be a great resource and tool but it shouldn't be used as a main guide to your work. For coding it makes a lot of ""spaghetti code"" at the moment. It is not very efficient and it can lead to slower runtimes and a disaster to test.","Not really",5.5625,1.27272727272727,1.54545454545455,1.85714285714286,1,1,1,1,4,3
12,"100","1804","True","2026-05-20 21:29:27","6883a1dc2b9ac1af1ef98eeb","30","Python","Closer to the average or mid-level programmer","48","120.009","180.073","def main():
  number1 = 15
  number2 = 20
  print(compute(number1,number2))
def compute():
  temp = number1
  if number1 < number2:
    temp = number1
    number1 = number2
    number2 = temp
  temp = number1 % number2
  return number2 ","120.027","94.93","def main():
  number1 = 20
  number2 = 15
  print(compute(number1,number2)
def compute():
  temp = number1
  while temp != 0: 
    if number1 < number2:
      temp = number1
      number1 = number2
      number2 = temp
    temp = number1 % number2
    if temp != 0:
      number1 = number2
      number2 = temp
  return number2 ","120.04","121.761","def main():
  number1 = 20
  number2 = 15
  print(compute(number1,number2)
def compute():
  temp = number1
  while temp != 0:
    if number1 < number2:
      temp = number1
      number1 = number2 
      number2 = temp
    temp = number1 % number2
    if temp != 0:
      number1 = number2
      number2 = temp
    return number2 ","120.109","118.001","def main():
  number1 = 20
  number2 = 15
  print(compute(number1,number2)
def compute()
  temp = number1
  while temp != 0:
    if number1 < number2:
      temp = number1
      number1 = number2
      number2 = temp
    temp = number1 % number2
    if temp != 0:
      number1 = number2
      number2 = temp
  return number2","120.132","180.031","def main():
  number1=20
  number2=15
  print(compute(number1,number2)
def compute():
  temp=number2
  if number1 < number2:
    temp = number1
    number1 = number2
    number2 = temp
  temp = number2 % number1
  if temp = 0:
    number2 = number1
    number1 = temp
  print number2","","","","","","","","","","","","","","","","This code is computing the greatest common denominator, the euclidean algorithm","A","D","D","C",4,6,5,5,6,5,5,5,6,6,6,6,5,5,5,5,2,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,"Python","","Bachelor’s degree. Please list the name of your degree(s)","","Computer Science & Engineering","","Software Team Lead or Manager","","Female","","Asian,White","","I think it affects programmers positively in that it allows us to produce at a much greater rate and it's aware of aa variety of topics, whereas we might only be aware of the ones we have professional or educational experience in. It affects us negatively in that it causes our skills to atrophy. Largely I think it's a net positive. ","No, thank you for picking me for this survey! Have a great day",5.3125,2.09090909090909,1,2.14285714285714,1,1,1,1,4,3
13,"100","2463","True","2026-05-20 21:58:28","65fda4aa45ba55e983e2a2d9","32","Java","Closer to a senior programmer or software architect","60","","","","","","","","","","","","","","","","89.459","180.012","return number2;
public static void main(){
number1=number2;
int number2=15;
if(number1<number2){
while (temp!=0){
}
int temp=number1;
temp=number1;
}
public static int compute(int number1, int number2){
number2=temp;
int number1=20;
temp=number","120.091","180.017","return number2;
public static void main(){
number1=number2;
int number2=15;
if(number1<number2){
while(temp!=0){
}
int temp=number1;
temp=number1;
}
public static int compute(int number1,int number2){
number2=temp;","120.012","180.115","return number2;
public static void main(){
number1=number2;
int number2=15;
if(number1<number2){
while(temp!=0){
}
int temp=number1;
temp=number1;
}
public static int compute(int number1, int number2){
number2=temp","120.008","180.02","return number2;
public static void main(){
number1=number2;
int number2=15;
if (number1<number2){
while(temp!=0){}","120.187","180.016","return number2;
public static void mian(){
number1=number2;
int number2=15;
if(number1<number2){
while(temp!=0){
}
int temp=number1;
temp=number1;
}
public static int compute(int number1, int number2){
number2=temp;","code is finding the greatest common divisor of two numbers.","A","D","D","B",6,6,6,5,5,4,5,6,5,5,6,6,6,6,6,6,2,1,1,1,1,1,1,1,1,1,1,1,5,6,1,3,1,1,2,5,7,2,2,2,3,4,3,1,3,5,3,"Java","","Associates or technical degree. Please list the name of your degree(s)","BCA","","","Software Developer/Software Engineer","","Male","","Asian","","In a postive way generative AI can quickly solve the problem and saves time. In a negative ways a program will be fully dependable on AI if used regularlly.","",5.5625,1.09090909090909,3.18181818181818,3.14285714285714,1,1,1,0,3,4
14,"100","1879","True","2026-05-20 22:13:27","5ee890fabb763018d1ad774e","27","Python","Closer to the average or mid-level programmer","72","15.927","106.083","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 > number2:
            temp = number1, 
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number 2","15.901","134.578","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number2","120.029","180.009","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute(number1, number2):
    while temp != 0:
        temp = number1
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
        return temp","28.008","106.767","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number2","62.302","176.913","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number2","","","","","","","","","","","","","","","","It finds the greatest common divisor","A","D","D","C",6,6,6,6,6,6,6,6,6,NA,6,6,6,6,6,6,5,4,4,4,5,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,"JavaScript","","Bachelor’s degree. Please list the name of your degree(s)","","Bachelor of Science, Major in Comp. Sci, Minor in Mathematics","","Full Stack Developer/Engineer","","Male","","Asian","","It definitely affects programmers negatively in that people will become too reliant on AI and don't learn themselves. They won't be able to catch mistakes or debug when AI inevitably messes something up no matter how big or small. AI is also good if we don't let it be the driver. Programmers still need to use AI as a assistive tool instead of replacing themselves with AI","",6,3,1,1.28571428571429,1,1,1,1,4,3
15,"100","2007","True","2026-05-21 02:52:19","5f4275b5981d7745acd1f912","28","Python","Closer to the average or mid-level programmer","72","","","","","","","","","","","","","","","","80.675","163.305","    return number 2;
int main() {
        number1 = number2;
    number2 = 15;
      if (number1 < number2) {
    while temp != 0 {
}
    temp = number1;
    }
    int compute(int number1, int number2) {
            number2 = temp;
        number1 = 20;
            temp = number1 % number2;
        cout << compute(number1, number2)
    }
         temp = number2;
      }","120.008","180.103","return number 2;
int main() {
    number1 = number2;
    int number2 = 15;
    if number1 < number2 {
        while temp != 0 {
        }
    }
    
}","19.838","166.385","    return number 2;
int main() {
        number1 = number2;
    int number2 = 15;
        if (number1 < number2) {
    while (temp != 0) {
}
    int temp = number1;
    }
    int compute(int number1, int number2) {
            number2 = temp;
        int number1 = 20;
        temp = number1 % number2
        cout << compute(number1, number2)
}","120.014","180.012","    return number 2;
int main() {
        number1 = number2;
    int number2 = 15;
        if number1 < number2 {
            while temp != 0 {
        }
        int temp = number1
        }
    int compute(int number1, int number2) {

    }
}","120.003","180.003","    return number2;
int main() {
        number1 = number2;
    int number2 = 15;
    if number1 < number2 {
    while temp != 0 {
    }
    int temp = number1
    }
    int compute(int number 1, int number 2) {
            number2 = temp
         number1 = 20
    }
}","Calculates how many times one number goes into another and returns the remainder","A","D","D","B",4,6,4,4,5,5,4,4,3,4,6,6,6,5,5,6,3,1,2,3,2,2,2,3,2,2,2,3,1,1,2,1,1,1,2,2,4,1,4,1,2,2,5,2,2,3,2,"Python","","Bachelor’s degree. Please list the name of your degree(s)","","Mathematics","","Software Developer/Software Engineer","","Female","","Asian","","Positively: it has made us quicker and more knowledgeable in ways because it can do research quicker.
Negatively: it can be time consuming trying to get the agent to understand context","",4.8125,2.18181818181818,1.81818181818182,2.57142857142857,1,1,1,0,3,3
16,"100","1945","True","2026-05-21 04:52:48","68892827bc7da25e4a9ba9bf","30","Java","Closer to the average or mid-level programmer","36","120.115","124.449","public static void main(){
int number1 = 20;
int number2 = 15;
System.out.print(compute(number1, number2));
}
public static int compute(int number1, int number2) {
int temp = number1;
while (temp != 0) {
 ","79.702","176.007","public static void main(){
  int number1 = 20;
  int number2 = 15;
  System.out.print(compute(number1, number2));
}
public static int compute(int number1, int number2){
  int temp = number1;
  while (temp != 0){
     if (number1 < number2){
       temp = number1;
       number1 = number2;
       number2 = temp;
    }
    temp = number1 % number2;
    if (temp != 0){
      number 1 = number2;
      number2 = temp;
    }
  }
  return number2;
}","114.477","180.109","public static void main() {
  int number1 = 20;
  int number2 = 15;
  System.out.print(compute(number1, number2);
}
public static int compute(int number1, int number2){
  int temp = number1;
  while(temp != 0){
    if (number1 < number2) {
      temp = number1;
      number1 = number2;
      number2 = temp;
    }
     temp = number1 % number2;
     if (temp != 0) {
       number1 = number2;
       number2 = temp;
     }
 }

return number2;
}","120.005","180.008","public static void main(){
  int number1 = 20;
  int number2 = 15;
  System.out.print(compute(number1, number2);
}
public static int compute(int number1, int number2){
  int temp = number1;
  while (temp != 0){
    if (number1 < number2){
      temp = number1;
      number1 = number2;
      number2 = temp;
   }
    temp = number1 % number2;
    if (temp != 0) {
      number1 = number2;
       number2 = temp;
    }
   }
return number2;
}","120.011","134.177","public static void main(){
int number1 = 20;
int number2 = 15;
System.out.print(compute(number1, number2);
}
public static int compute(int number1, int number2){
int temp = number1;
while (temp != 0){
if (number1 < number2){
temp = number1;
number1 = number2;
number2 = temp;
}
temp = number1 % number2;","","","","","","","","","","","","","","","","The code I saw was working out the greatest common divisor of two numbers; in the example, it was provided 20 and 15. Once it has this, it will then print this to the console. ","A","D","D","B",5,5,5,4,4,5,5,4,4,5,6,6,6,5,5,6,3,1,2,3,3,2,2,3,2,2,2,3,2,1,1,2,1,1,3,2,4,2,2,3,1,1,2,1,2,2,2,"JavaScript","","Bachelor’s degree. Please list the name of your degree(s)","","Bsc Computer Games Development","","Software Developer/Software Engineer","","Male","","White","","I believe that when used correctly, Generative AI can have a positive impact in a workplace, it can provide great boilerplate code, which can speed up development in some instances. However, I feel that the rise of 'vibe-coding' can be detrimental, as these people won't understand most of the code an AI provides, and, in turn, won't be able to work out why it won't work if it doesn't. ","",5,2.27272727272727,1.90909090909091,1.57142857142857,1,1,1,0,3,3
17,"100","3539","True","2026-05-21 06:31:49","5ec854fd44972a32c8a890db","40","C++","Closer to someone in their first programming job (Entry-Level)","30","120.022","180.144","int number1 = 15;
int number2 = 20;

int main() {
cout << compute(number1, number2);
}

int computer(int number1, int number2) {
int temp = number1;
while(temp != 0) {
if (number1 < number2) {
number1 = number2;
number2 = temp;
}
if (temp != 0) {

}
}
return number2;
}","120.02","180.038","int number1;
int number2;
int temp;

void main() {
   cout << compute(number1, number2);
}

int compute(int number1, int number2) {
   while (number1 < number2) {
      temp = number 1;
      number1 = number 2;
   }
}","120.007","180.142","int main() {
int number1 = 20;
int number2 = 15;
cout << compute(number1, number 2);
}

int compute(int number1, int number2) {
int temp = number1;
while (temp != 0) {
if (number1 < number 2) {
temp = number1;
number1 = number2;
number2 = temp;
}
temp = number1 % number2;
if (temp != 0) {
number1 = number2;
number2 = temp;
}
}
return number2;
}","120.117","180.044","int number1 = 15;
int number2 = 20;

int main() {
cout << compute(number1, number2);
return 0;
}

int compute(int number1, int number2) {
int temp;
while (number1 != 0) {
if (number1 < number2) {
temp = number1;
number1 = number2;
number2 = temp;
}
}
return number2;
}","120.02","180.118","int main(number1, number2) {
cout << compute(number1, number2);
}

int compute(int number1, int number2) {
int temp = number1;
while (temp != 0) {
number1 = number2;
number2 = temp;
temp = number1 % number2;

}
return number2;
}
","","","","","","","","","","","","","","","","swapping the values of number1 and number2 variables based on two conditions.","A","D","B","C",6,6,4,3,6,6,3,4,2,5,6,6,6,4,4,5,4,3,5,4,3,5,4,5,4,4,3,5,1,1,1,1,3,1,10,10,10,9,10,5,3,3,4,2,3,3,3,"C++","","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","","PhD","Other","Educator","Male","","White","","It helps you get started (helpful if you are not familiar with the syntax), but it can make mistakes, which you may spend a long time fixing. Positive thing is that you may spend more time thinking about the algorithm, which will help you write a clearer prompt and, hence, receive better code. Negative think is that some people may decide to just completely delegate coding to the AI and not even bother looking into the code, if they see that the code is doing something similar to what they wanted it to do.","It's hard to write computer code in a survey box, as I'm used to issues being highlighted in the IDE, and things like brackets being automatically closed for me. It was also awkward not to see my code indented. ",4.75,4,5.18181818181818,3,1,1,0,1,3,2
18,"100","1539","True","2026-05-21 06:56:42","5e2191a2727e0446c780b2e3","32","C++","Closer to the average or mid-level programmer","60","","","","","","","","","","","","","","","","71.099","165.91","return nmbr2;
int main(){
nmbr1=nmbr2;
int nmbr2=15;
if(nmbr1<nmbr2){while(temp != 0)}
}

int temp=nmbr1;

int cmpt(int nmbr1, int nmbr2){
nmbr2=temp
}","120.013","134.698","return number2;
int main(){
number1 = number2;
int number2=15;
if(number1<number2){
while(temp1=0){}
int temp=number1;
temp =number1;
int compute(int number1, int number2){
number2=temp;
int number1=20;
}
}
}","53.666","42.248","return number2;
int main() {
numberl = number2;
int number2 = 15;
if (numberl < number2) (
while (temp != 0) {
int temp = numberl;
temp = numberl;
int compute(int numberl, int number2) {
number2 = temp;
int numberl = 20;
temp = numberl % number2;
numberl = number2;
cout compute(numberl, number2);
if (temp != 0) {}
}
number2 = temp;
}","120.114","180.019","return number2;
int main(){
number2=number1;
int number2=15;

if(number1<number2){
while (temp !=0){
}
}


}","22.396","99.948","return number2;
int main() {
numberl = number2;
int number2 = 15;
if (numberl < number2) (
while (temp 1= 0) {
int temp = numberl;
temp = numberl;
int compute(int numberl, int number2) {
number2 = temp;
int numberl = 20;
temp = numberl % number2;
numberl = number2;
cout compute(numberl, number2);
if (temp 1= 0) (
number2 = temp;","The code is incorrect but it is trying to do greatest common divisor of the two numbers. ","A","C","D","C",6,6,6,6,6,6,4,5,4,6,6,6,6,6,6,5,2,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,6,6,7,5,7,2,2,2,5,2,3,3,3,"Other","PowerShell","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","","MBA, MA","Systems Engineer","","Male","","White","","It speeds up the things, it is like sewing with hands vs with the machine ","N/A",5.625,1.27272727272727,3.54545454545455,2.85714285714286,1,0,1,1,3,3
19,"100","1820","True","2026-05-21 08:19:23","691de59e3f1a40f37d2864af","36","Python","Closer to the average or mid-level programmer","39","","","","","","","","","","","","","","","","120.013","104.135","return number_2

def ??:
  number_1 = number_2
  while (number_1 < number_2):
    number_2 = number_1

  def ???:
    number_1 = number_2
    if (temp != 0):
        number_1 % number_2","120.108","168.766","return number_2
def main():
    number_1 = number_2
    number_2 = 15
    while number_1 < number_2:
      if temp != 0:
        temp = number_1 % number_2
    
     def compute(number_1, number_2):
        number_1 = temp
        if temp != 0:
           temp = number_2
           number_1 = number_2
        compute(number_1, number_2)","120.006","147.282","return number_2
def main():
   number_1 = number_2
   number_2 = 15
   if number_1 < number_2:
      while temp != 0:
        temp = number_2
        temp = number_2
 
    def compute(number_1, number_2):
        temp = number_2
        number_2 = 20
        if temp != 0:
           temp = number_1 % number_2
           number_2 = 15

       compute(number_1, number_2)

       if temp != 0:","120.012","141.185","return number_2
def main():
  number_1 = number_2
  number_2 = 15
  while (number_1 < number_2):
     temp = number_2
     temp = number_2
  
   def compute(number_1, number_2):
     temp = number_1
     if (temp != 0):
        temp = number_1 % number_2
     ??","120.107","86.57","return number_2
def main():
  number_1 = number_2
  number_2 = 15
  while (number_1 < number_2):
    temp = number_1
    temp = number_1

def compute(arg1, arg2):
  ??","I think that it was trying to calculate temperature although I wasn't able to figure out exactly how it was coming up with the answer. This is due to frequent mutation on the number variables, which was a little confusing for me.","A","C","D","A",5,6,4,5,6,6,5,3,3,6,6,6,6,5,5,6,3,3,4,5,4,2,3,3,2,2,2,6,8,4,2,1,1,1,8,8,8,4,6,5,1,1,1,1,1,1,1,"Python","","Some college, but no degree","","","","Software Developer/Software Engineer","","Male","","Black or African American","","Personally, I think it's affected me negatively and I choose to limit my usage of it. It's great for learning topics on the fly but I think it makes me outsource my thought process.","",5.1875,3,4.63636363636364,1,1,0,1,0,2,3
20,"100","1648","True","2026-05-21 09:45:24","66129ba63bdad6d8137dd832","23","Python","Closer to the average or mid-level programmer","36","17.167","136.127","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))

def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number2
","15.958","126.268","def main()
    number1 = 20
    number2 = 15
    print(compute(number1, number2))

def compute(number1, number2)
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1        
            number1 = number2
            number2 = temp
         temp = number1 % number2
         if temp != 0:
             number1 = number2
             number2 = temp
    return number2","50.108","177.063","def main()
    num1 = 20
    num2 = 15
    print(compute(num1, num2))

def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number2
   
","114.216","180.107","def main():
    num1 = 20
    num2 =15


def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
        return number2
     ","18.58","128.797","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))

def compute(number1, number2):
temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number2","","","","","","","","","","","","","","","","Iteratively computing a remainder between two numbers and then using this remainder later again to compute more. I think something like highest common factor (gcd)","A","D","D","C",5,5,4,2,5,5,2,2,3,5,6,6,6,5,5,5,3,2,2,2,3,2,2,3,3,4,3,2,4,1,1,2,1,1,2,3,8,4,8,2,2,2,4,4,5,5,4,"Python","","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","","MSc","Other","Researcher","Male","","Asian","","","",4.4375,2.63636363636364,3.18181818181818,3.71428571428571,1,1,1,1,4,3
21,"100","2330","True","2026-05-21 12:40:27","6817c3453346ea1e8fd9af10","55","Python","Closer to a senior programmer or software architect","420","","","","","","","","","","","","","","","","120.118","180.12","intv number 2 = 0
main{
number 2 = 15
if (number 1 < number 2){
where temp < 0
temp = 20
","120.109","180.186","return number 2;
main{
 number 1 = number 2;
number2 = 15
}
compute{
}
temp = ","120.009","180.117","retrun nuimber2
main(){
int number 1 = 15

while(temp !=0){
int number 1 = 15;
number1 = 15;
}

compute(number1,number2){
cout <= compute}

if( temp != 0){
temp = number2}","120.015","180.01","int number 2 = 0
main{
number = 15
if number 1 < number 2){
ifwhiule number > 0{
compute(number1,number2){
cout<<compute()
}
temp = ","120.021","180.117","int number 2 = 0
mi


int ciompute(int number1, int number 2){
number 2 = number 1;
int number 1 = 20;
number 2 = number1%number2;
cout << compute(number1,number2)
}","its taking 2 numbers and calculating a factorial of some sort","A","D","D","C",6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,3,3,4,3,5,2,2,4,2,4,2,5,1,2,1,5,8,8,3,7,10,7,10,2,2,1,1,2,1,2,1,"C#","","Bachelor’s degree. Please list the name of your degree(s)","","Electronic and electrical engineering ","","Full Stack Developer/Engineer","","Male","","White","","It will remove the lower level work where new programmers come from but help work on big monolithic code ","Im neurodivergent and never remember code i read it live and evolve it as i go. . and that formatting was painful. ",5.9375,3.09090909090909,5.63636363636364,1.42857142857143,1,1,1,1,4,4
22,"100","2438","True","2026-05-21 20:19:24","5c22f28d70d93a0001201738","60","Java","Closer to a senior programmer or software architect","511","120.01","180.02","public static void
{
number1  := 15;
number2 := 20;
printoutput(compute number1, number2);
}

temp int := number1 ;
while number2> number1
{
if te,p > 0
number1 := number2;
number2 := temp;

}
)


}
}

return number2;
}","120.019","180.004","static void main[]
{
system.output.print(compute(number1,number2)
temp int number1;
when temp<>0
{
if number1 > number2
(
number1 := number2;
number2 := temp;



}
return number2;

}
","120.013","180.01","public
{
number1  := 15;
number2 := 20;
while number1<>0 do
{
temp := number1 ;
number2 := number1;

}
)



return number2;
}","120.009","180.009","public static void main[]
{
number1  := 15;
number2 := 20;
system.output.print(compute number1, number2);
}

temp int := number1 ;
while temp != 0 number2> number1
{
if number2> number1
{
number1 := number2;
number2 := temp;
temp := number1;
}
if temp != 0 
{
number2 := number1;
}
}
return number2;
}","120.119","180.006","public static void main[]
{
number1  := 15;
number2 := 20;
system.print.output(compute number1, number2);
}

temp int := number1 ;
when temp != 0
{
if number1> number2
{
number1 := number2;
number2 := temp;
temp := number1;
}
if temp != 0
{

}
}

}
}

return number2;
}","","","","","","","","","","","","","","","","It was replacing the value of a variable as it navigated a decrementing loop.","A","D","D","A",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,1,5,5,5,5,5,5,5,"Java","","Bachelor’s degree. Please list the name of your degree(s)","","Computer Science","","Software Architect","","Male","","White","","","",6,1,1.54545454545455,5,1,1,1,0,3,4
